,Q,A
1815,서울 서초구 서초동,"병원명은 카모마일의원 주소는 서울특별시 서초구 효령로74길 4, 4층 (서초동, 우담빌딩) 전화번호는 02-521-7935 입니다."
1816,서울 서초구 서초동,"병원명은 태비뇨기과의원 주소는 서울특별시 서초구 서초대로77길 3, 1208호 (서초동, 아라타워) 전화번호는 02-3486-0002 입니다."
1817,서울 서초구 양재동,"병원명은 튼튼소아청소년과의원 주소는 서울특별시 서초구 동산로 64, 4층 (양재동, WTC빌딩) 전화번호는 02-573-3984 입니다."
1818,서울 서초구 잠원동,"병원명은 파스텔연세소아청소년과의원 주소는 서울특별시 서초구 신반포로33길 27, 305호 (잠원동, 파스텔프라자) 전화번호는 02-537-2123 입니다."
1819,서울 서초구 방배동,"병원명은 표나실정형외과의원 주소는 서울특별시 서초구 방배천로 158, 3~5층 (방배동, 동천빌딩) 전화번호는 02-525-7582 입니다."
1820,서울 서초구 서초동,"병원명은 푸른내과의원 주소는 서울특별시 서초구 남부순환로347길 101, 5층 (서초동) 전화번호는 02-525-7581 입니다."
1821,서울 서초구 방배동,"병원명은 한일의원 주소는 서울특별시 서초구 방배천로 5-3, (방배동) 전화번호는 02-523-7505 입니다."
1822,서울 서초구 양재동,"병원명은 햇살고운한의원 주소는 서울특별시 서초구 동산로 63, (양재동) 전화번호는 02-576-1114 입니다."
1823,서울 서초구 방배동,"병원명은 허기훈내과의원 주소는 서울특별시 서초구 방배로 76, 204,205호 (방배동) 전화번호는 02-588-7845 입니다."
1824,서울 서초구 방배동,"병원명은 허영진한의원 주소는 서울특별시 서초구 서초대로24길 17, (방배동) 전화번호는 02-3474-0121 입니다."
1825,서울 서초구 방배동,"병원명은 헤론연세의원 주소는 서울특별시 서초구 동광로1길 112, 203,204,205호 (방배동, 롯데캐슬헤론상가) 전화번호는 정보없음 입니다."
1826,서울 서초구 서초동,"병원명은 헤셀의원 주소는 서울특별시 서초구 서초중앙로 130, 8층 (서초동) 전화번호는 02-585-6601 입니다."
1827,서울 서초구 서초동,"병원명은 현진해내과의원 주소는 서울특별시 서초구 효령로 334, 지하1층,2,3,4층 (서초동, 현빌딩) 전화번호는 02-3413-6611 입니다."
1828,서울 서초구 잠원동,"병원명은 히포크라타의원 주소는 서울특별시 서초구 잠원로4길 33-2, 잠원동 스타빌딩 4층 401호 (잠원동) 전화번호는 02-591-9971 입니다."
1829,서울 성동구 도선동,"병원명은 1삼성탑의원 주소는 서울특별시 성동구 고산자로 255, 5층 (도선동, 케이-타워) 전화번호는 02-2299-8875 입니다."
1830,서울 성동구 행당동,"병원명은 365다움의원 주소는 서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 4층 (행당동) 전화번호는 0507-1343-1755 입니다."
1831,서울 성동구 용답동,"병원명은 강내과의원 주소는 서울특별시 성동구 용답중앙15길 2, 2층 (용답동) 전화번호는 02-2243-3373 입니다."
1832,서울 성동구 마장동,"병원명은 강소아청소년과의원 주소는 서울특별시 성동구 마장로 291, 3층 (마장동) 전화번호는 02-2299-0315 입니다."
1833,서울 성동구 도선동,"병원명은 경희아이한의원 주소는 서울특별시 성동구 왕십리로 336, 3층 301,302호 (도선동) 전화번호는 02-2295-1275 입니다."
1834,서울 성동구 행당동,"병원명은 고선용산부인과의원 주소는 서울특별시 성동구 왕십리로 309, 407호 (행당동, 왕십리역이스타빌 ) 전화번호는 02-2292-4411 입니다."
1835,서울 성동구 용답동,"병원명은 굿모닝요양병원 주소는 서울특별시 성동구 천호대로 436, 2~7층 (용답동) 전화번호는 02-3394-9878 입니다."
1836,서울 성동구 금호동,"병원명은 권교선내과의원 주소는 서울특별시 성동구 장터길 34, 301호 (금호동4가, 남지나빌딩) 전화번호는 02-2295-0630 입니다."
1837,서울 성동구 상왕십리동,"병원명은 금빛한의원 주소는 서울특별시 성동구 마장로 137, 221동 지상1층 1-242호 (상왕십리동, 텐즈힐) 전화번호는 02-738-7522 입니다."
1838,서울 성동구 금호동,"병원명은 금호의원 주소는 서울특별시 성동구 난계로 35, 3층 (금호동1가) 전화번호는 02-2291-2543 입니다."
1839,서울 성동구 금호동,"병원명은 금호퍼스트내과의원 주소는 서울특별시 성동구 독서당로 302, 3층 12호 (금호동4가) 전화번호는 02-2299-0010 입니다."
1840,서울 성동구 행당동,"병원명은 김경환이비인후과의원 주소는 서울특별시 성동구 행당로 84, 307호 (행당동, 행당한진타운종합상가) 전화번호는 02-2298-5727 입니다."
1841,서울 성동구 금호동,"병원명은 김재명내과의원 주소는 서울특별시 성동구 금호로11길 4, 3층 (금호동2가) 전화번호는 02-2238-7588 입니다."
1842,서울 성동구 성수동,"병원명은 김주필의원 주소는 서울특별시 성동구 아차산로7가길 1, (성수동2가) 전화번호는 02-463-3321 입니다."
1843,서울 성동구 행당동,"병원명은 김차현내과의원 주소는 서울특별시 성동구 왕십리로 275, (행당동) 전화번호는 02-2294-4020 입니다."
1844,서울 성동구 옥수동,"병원명은 김태희소아청소년과의원 주소는 서울특별시 성동구 매봉길 48, 4층 401호 (옥수동) 전화번호는 0507-1303-1451 입니다."
1845,서울 성동구 하왕십리동,"병원명은 꿈나무소아청소년과의원 주소는 서울특별시 성동구 왕십리로 410, 센트라스상가 L동 2층 210호 (하왕십리동, 센트라스) 전화번호는 02-2298-3133 입니다."
1846,서울 성동구 성수동,"병원명은 다니엘의원 주소는 서울특별시 성동구 성수이로 113, 5층 (성수동2가, 제강빌딩) 전화번호는 02-3409-1515 입니다."
1847,서울 성동구 옥수동,"병원명은 닥터홍가정의학과의원 주소는 서울특별시 성동구 한림말1길 16, 2층 (옥수동) 전화번호는 02-333-8842 입니다."
1848,서울 성동구 행당동,"병원명은 단비소아청소년과의원 주소는 서울특별시 성동구 행당로 87, 411호 (행당동, 대림리빙프라자) 전화번호는 정보없음 입니다."
1849,서울 성동구 성수동,"병원명은 더편한내과의원 주소는 서울특별시 성동구 뚝섬로 400, 2층 203호 (성수동2가, 뚝섬쇼핑센타) 전화번호는 02-469-1888 입니다."
1850,서울 성동구 용답동,"병원명은 도담가정의학과의원 주소는 서울특별시 성동구 용답중앙15길 12-1, 2층 (용답동) 전화번호는 02-912-0616 입니다."
1851,서울 성동구 금호동,"병원명은 독서당정형외과의원 주소는 서울특별시 성동구 독서당로 334, 4, 5층 (금호동4가) 전화번호는 02-2299-3369 입니다."
1852,서울 성동구 금호동,"병원명은 두리의원 주소는 서울특별시 성동구 독서당로 276-1, (금호동4가) 전화번호는 02-2297-1158 입니다."
1853,서울 성동구 성수동,"병원명은 두리이비인후과의원 주소는 서울특별시 성동구 아차산로 42, 정명빌딩 6층 (성수동1가) 전화번호는 02-464-0119 입니다."
1854,서울 성동구 마장동,"병원명은 마장내과의원 주소는 서울특별시 성동구 마장로 289, 3층 (마장동, 엠디빌딩) 전화번호는 02-2088-2215 입니다."
1855,서울 성동구 금호동,"병원명은 미래연세내과의원 주소는 서울특별시 성동구 금호로 94, 2층 203호 (금호동1가) 전화번호는 02-2292-1120 입니다."
1856,서울 성동구 성수동,"병원명은 박내과의원 주소는 서울특별시 성동구 성수일로10길 32, 2층 201, 202호 (성수동2가, 창미빌딩) 전화번호는 02-466-7729 입니다."
1857,서울 성동구 옥수동,"병원명은 박소아과의원 주소는 서울특별시 성동구 독서당로 173, 205호 (옥수동, 극동그린아파트상가) 전화번호는 02-2291-9550 입니다."
1858,서울 성동구 금호동,"병원명은 박정환내과의원 주소는 서울특별시 성동구 독서당로 290, 1층일부,2,3층 (금호동4가) 전화번호는 02-2282-2030 입니다."
1859,서울 성동구 용답동,"병원명은 보아스이비인후과의원 주소는 서울특별시 성동구 천호대로 308, 인암빌딩 3층 (용답동) 전화번호는 02-6212-5050 입니다."
1860,서울 성동구 상왕십리동,"병원명은 사랑아이소아청소년과의원 주소는 서울특별시 성동구 마장로 137, 221동 2층 108,109호 (상왕십리동, 텐즈힐몰) 전화번호는 02-2282-4321 입니다."
1861,서울 성동구 성수동,"병원명은 삼성드림소아청소년과의원 주소는 서울특별시 성동구 성덕정길 106, 2층 (성수동2가) 전화번호는 02-497-1007 입니다."
1862,서울 성동구 행당동,"병원명은 삼성드림의원 주소는 서울특별시 성동구 고산자로 164, 3층 (행당동, 한신아파트상가) 전화번호는 02-2281-8875 입니다."
1863,서울 성동구 마장동,"병원명은 삼성마취통증의학과의원 주소는 서울특별시 성동구 고산자로 345, 2층 201호 (마장동) 전화번호는 02-2294-7400 입니다."
1864,서울 성동구 옥수동,"병원명은 삼성웰내과의원 주소는 서울특별시 성동구 독서당로 223, 래미안 옥수 리버젠 상가 지 211호 (옥수동) 전화번호는 0507-1327-4552 입니다."
1865,서울 성동구 옥수동,"병원명은 삼성키즈소아청소년과의원 주소는 서울특별시 성동구 매봉길 13, 지하층 208호 (옥수동, 래미안옥수리버젠 상가) 전화번호는 02-2296-8275 입니다."
1866,서울 성동구 하왕십리동,"병원명은 삼성키즈아이(I)소아청소년과의원 주소는 서울특별시 성동구 무학로 33, 151동 203호 (하왕십리동, 텐즈힐1단지상가) 전화번호는 0507-1406-0157 입니다."
1867,서울 성동구 금호동,"병원명은 상쾌한이비인후과의원 주소는 서울특별시 성동구 독서당로 302, 3층 (금호동4가) 전화번호는 02-2293-0303 입니다."
1868,서울 성동구 응봉동,"병원명은 서울가정의학과의원 주소는 서울특별시 성동구 독서당로 384, (응봉동) 전화번호는 02-2291-2258 입니다."
1869,서울 성동구 옥수동,"병원명은 서울나솔마취통증의학과의원 주소는 서울특별시 성동구 독서당로40길 39, 옥수 어울림 109,110호 (옥수동) 전화번호는 0507-1424-2603 입니다."
1870,서울 성동구 하왕십리동,"병원명은 서울성모이비인후과의원 주소는 서울특별시 성동구 왕십리로 410, 센트라스 상가 L동 3층 305호 (하왕십리동, 센트라스) 전화번호는 02-2298-4500 입니다."
1871,서울 성동구 성수동,"병원명은 서울성심의원 주소는 서울특별시 성동구 성덕정길 127, 2층 (성수동2가) 전화번호는 정보없음 입니다."
1872,서울 성동구 성수동,"병원명은 서울숲내과의원 주소는 서울특별시 성동구 왕십리로 50, 지하1층 (성수동1가) 전화번호는 02-464-9559 입니다."
1873,서울 성동구 성수동,"병원명은 서울숲시원마취통증의학과의원 주소는 서울특별시 성동구 상원1길 26, 서울숲A타워 214,215호 (성수동1가) 전화번호는 02-499-1011 입니다."
1874,서울 성동구 행당동,"병원명은 서울숲정의원 주소는 서울특별시 성동구 고산자로2길 67, 서울숲리버뷰자이 상가1동 1202호, 1203일부호 (행당동) 전화번호는 02-2294-6990 입니다."
1875,서울 성동구 금호동,"병원명은 서울신경외과의원 주소는 서울특별시 성동구 독서당로 278, (금호동4가) 전화번호는 02-2282-3119 입니다."
1876,서울 성동구 하왕십리동,"병원명은 서울으뜸내과의원 주소는 서울특별시 성동구 왕십리로 333, 유성빌딩 2층 (하왕십리동) 전화번호는 02-2297-7077 입니다."
1877,서울 성동구 성수동,"병원명은 서울중앙의원 주소는 서울특별시 성동구 왕십리로5길 3, 성수1가제2동 공공복합청사 2층 (성수동1가) 전화번호는 02-497-9095 입니다."
1878,서울 성동구 금호동,"병원명은 서울튼튼정형외과의원 주소는 서울특별시 성동구 독서당로 302, 301호 (금호동4가) 전화번호는 02-2298-8205 입니다."
1879,서울 성동구 송정동,"병원명은 성동군자의원 주소는 서울특별시 성동구 광나루로 323, 2층 (송정동) 전화번호는 02-499-7785 입니다."
1880,서울 성동구 성수동,"병원명은 성모가정의학과의원 주소는 서울특별시 성동구 아차산로 41, 203호 (성수동1가) 전화번호는 02-463-7582 입니다."
1881,서울 성동구 금호동,"병원명은 성모온정신건강의학과의원 주소는 서울특별시 성동구 독서당로 302, 대도빌딩 311호 (금호동4가) 전화번호는 02-2295-3555 입니다."
1882,서울 성동구 금호동,"병원명은 성모우리이비인후과의원 주소는 서울특별시 성동구 난계로 36, 1층 (금호동1가) 전화번호는 02-2281-0412 입니다."
1883,서울 성동구 성수동,"병원명은 성수성모내과의원 주소는 서울특별시 성동구 뚝섬로 388, 2층 (성수동2가) 전화번호는 02-467-6788 입니다."
1884,서울 성동구 성수동,"병원명은 성수아침이비인후과의원 주소는 서울특별시 성동구 성수이로 113, 5층 (성수동2가) 전화번호는 02-2205-1151 입니다."
1885,서울 성동구 성수동,"병원명은 성수연세의원 주소는 서울특별시 성동구 연무장7길 12, (성수동2가) 전화번호는 02-402-0600 입니다."
1886,서울 성동구 성수동,"병원명은 성수연세이비인후과의원 주소는 서울특별시 성동구 아차산로7길 2, 2층 (성수동2가) 전화번호는 정보없음 입니다."
1887,서울 성동구 성수동,"병원명은 성수의원 주소는 서울특별시 성동구 성수일로 39, (성수동1가) 전화번호는 02-468-7908 입니다."
1888,서울 성동구 성수동,"병원명은 성수최이비인후과의원 주소는 서울특별시 성동구 성덕정길 78, 2층 (성수동2가) 전화번호는 02-467-4174 입니다."
1889,서울 성동구 성수동,"병원명은 성수하나이비인후과의원 주소는 서울특별시 성동구 아차산로 120, 베델플레이스 4층 (성수동2가) 전화번호는 02-468-5075 입니다."
1890,서울 성동구 성수동,"병원명은 성수한사랑의원 주소는 서울특별시 성동구 성덕정길 33, (성수동1가) 전화번호는 02-2205-0896 입니다."
1891,서울 성동구 홍익동,"병원명은 세명성모내과의원 주소는 서울특별시 성동구 마장로 187, 2층 (홍익동) 전화번호는 0507-1372-2266 입니다."
1892,서울 성동구 행당동,"병원명은 손내과의원 주소는 서울특별시 성동구 행당로 87, 408호 (행당동, 대림리빙프라자) 전화번호는 02-2298-8275 입니다."
1893,서울 성동구 송정동,"병원명은 송정훼밀리의원 주소는 서울특별시 성동구 광나루로11길 26-1, 2층 (송정동) 전화번호는 02-464-2633 입니다."
1894,서울 성동구 성수동,"병원명은 수이비인후과의원 주소는 서울특별시 성동구 아차산로 41, 4층 (성수동1가, 삼성빌딩) 전화번호는 02-466-0008 입니다."
1895,서울 성동구 하왕십리동,"병원명은 신호균모두드림내과의원 주소는 서울특별시 성동구 왕십리로 339, 4, 5층 (하왕십리동) 전화번호는 02-2295-5312 입니다."
1896,서울 성동구 금호동,"병원명은 아산키즈소아청소년과의원 주소는 서울특별시 성동구 금호로 105, 래미안하이리버 상가동 B306호 (금호동2가) 전화번호는 02-2236-3375 입니다."
1897,서울 성동구 행당동,"병원명은 아이들소아청소년과의원 주소는 서울특별시 성동구 고산자로 234, 4층 (행당동) 전화번호는 02-2298-0144 입니다."
1898,서울 성동구 하왕십리동,"병원명은 아이편한소아청소년과의원 주소는 서울특별시 성동구 왕십리로 410, 센트라스 L상가동 2동 216호 (하왕십리동, 센트라스) 전화번호는 02-2298-6119 입니다."
1899,서울 성동구 금호동,"병원명은 안희정소아과의원 주소는 서울특별시 성동구 독서당로 295-1, (금호동3가) 전화번호는 02-2234-0448 입니다."
1900,서울 성동구 성수동,"병원명은 양의원 주소는 서울특별시 성동구 아차산로7길 20, 2층 (성수동2가) 전화번호는 02-469-3871 입니다."
1901,서울 성동구 하왕십리동,"병원명은 엘소아청소년과의원 주소는 서울특별시 성동구 왕십리로 410, 샤인스트리트상가 G동 2층 201, 202호 (하왕십리동, 센트라스) 전화번호는 02-2291-8200 입니다."
1902,서울 성동구 용답동,"병원명은 연세가정의원 주소는 서울특별시 성동구 용답중앙13길 2, (용답동) 전화번호는 02-2214-1717 입니다."
1903,서울 성동구 행당동,"병원명은 연세내과의원 주소는 서울특별시 성동구 고산자로 234, 8층 (행당동) 전화번호는 02-2296-7582 입니다."
1904,서울 성동구 금호동,"병원명은 연세드림소아청소년과의원 주소는 서울특별시 성동구 금호로 117, 상가동 지하2,3층 28,30, 3호 (금호동2가, 금호자이1차) 전화번호는 02-2233-7577 입니다."
1905,서울 성동구 하왕십리동,"병원명은 연세오케이이비인후과의원 주소는 서울특별시 성동구 무학로 33, 151동 304호 (하왕십리동, 텐즈힐1상가) 전화번호는 02-6015-6051 입니다."
1906,서울 성동구 행당동,"병원명은 연세이비인후과의원 주소는 서울특별시 성동구 왕십리로 309, 306, 307호 (행당동, 왕십리역이스타빌) 전화번호는 02-2294-0750 입니다."
1907,서울 성동구 금호동,"병원명은 연합의원 주소는 서울특별시 성동구 독서당로 307-1, 2층 (금호동3가) 전화번호는 02-2235-6991 입니다."
1908,서울 성동구 성수동,"병원명은 예스이비인후과의원 주소는 서울특별시 성동구 동일로 135, 1층 (성수동2가) 전화번호는 정보없음 입니다."
1909,서울 성동구 금호동,"병원명은 예원내과의원 주소는 서울특별시 성동구 동호로 100, 508, 509호 (금호동3가, 두산아파트상가) 전화번호는 02-2253-0098 입니다."
1910,서울 성동구 행당동,"병원명은 왕십리정형외과의원 주소는 서울특별시 성동구 왕십리로 311, (행당동) 전화번호는 02-2292-1338 입니다."
1911,서울 성동구 마장동,"병원명은 우리가정의원 주소는 서울특별시 성동구 마조로 64, (마장동) 전화번호는 02-2292-5852 입니다."
1912,서울 성동구 행당동,"병원명은 윤이비인후과의원 주소는 서울특별시 성동구 고산자로6길 40, 306호 (행당동, 레몬프라자) 전화번호는 정보없음 입니다."
1913,서울 성동구 성수동,"병원명은 은준영내과의원 주소는 서울특별시 성동구 아차산로 42, 4층 (성수동1가) 전화번호는 02-2138-5678 입니다."
1914,서울 성동구 성수동,"병원명은 이병직내과의원 주소는 서울특별시 성동구 성덕정길 105, (성수동2가) 전화번호는 02-498-8370 입니다."
1915,서울 성동구 금호동,"병원명은 이영환이비인후과의원 주소는 서울특별시 성동구 독서당로 290, 이영환이비인후과 1,3층 (금호동4가) 전화번호는 02-2298-9304 입니다."
1916,서울 성동구 행당동,"병원명은 이진소아청소년과의원 주소는 서울특별시 성동구 행당로 84, 행당 한진타운 종합상가 314호 (행당동) 전화번호는 02-2296-5575 입니다."
1917,서울 성동구 하왕십리동,"병원명은 이환구이비인후과의원 주소는 서울특별시 성동구 왕십리로 410, L동 2층 230호 (하왕십리동, 센트라스) 전화번호는 02-2298-2803 입니다."
1918,서울 성동구 성수동,"병원명은 자애산부인과의원 주소는 서울특별시 성동구 성덕정길 79, 1, 3층 (성수동2가) 전화번호는 02-499-9961 입니다."
1919,서울 성동구 하왕십리동,"병원명은 재단법인베스티안재단베스티안서울병원 주소는 서울특별시 성동구 왕십리로 382, (하왕십리동) 전화번호는 02-3452-7575 입니다."
1920,서울 성동구 금호동,"병원명은 조가정의학과의원 주소는 서울특별시 성동구 장터1길 2, (금호동3가) 전화번호는 02-2233-7570 입니다."
1921,서울 성동구 금호동,"병원명은 조창현내과의원 주소는 서울특별시 성동구 독서당로 336, 리버마이다스빌 208-211호 (금호동4가) 전화번호는 02-2297-0406 입니다."
1922,서울 성동구 용답동,"병원명은 차내과의원 주소는 서울특별시 성동구 천호대로 308, 2층 (용답동, 인암빌딩) 전화번호는 02-2248-0385 입니다."
1923,서울 성동구 마장동,"병원명은 참사랑소아과의원 주소는 서울특별시 성동구 마장로35길 76, 310호 (마장동, 현대(아)상가) 전화번호는 02-2292-0575 입니다."
1924,서울 성동구 금호동,"병원명은 청담소아청소년과의원 주소는 서울특별시 성동구 독서당로 302, 1층 (금호동4가) 전화번호는 02-2281-8858 입니다."
1925,서울 성동구 금호동,"병원명은 청포도내과예방의학과의원 주소는 서울특별시 성동구 금호로 158-2, 2층 (금호동1가) 전화번호는 정보없음 입니다."
1926,서울 성동구 금호동,"병원명은 초록이비인후과의원 주소는 서울특별시 성동구 행당로 1, 4층 (금호동1가) 전화번호는 02-2282-3369 입니다."
1927,서울 성동구 행당동,"병원명은 최대홍내과의원 주소는 서울특별시 성동구 마조로 25, (행당동) 전화번호는 02-2292-2754 입니다."
1928,서울 성동구 행당동,"병원명은 최영인소아청소년과의원 주소는 서울특별시 성동구 행당로 87, 103호 (행당동, 대림리빙프라자) 전화번호는 02-2293-5500 입니다."
1929,서울 성동구 행당동,"병원명은 푸른성모이비인후과의원 주소는 서울특별시 성동구 행당로 87, 404호 (행당동, 대림아파트 리빙프라자) 전화번호는 02-2299-1305 입니다."
1930,서울 성동구 옥수동,"병원명은 하나이비인후과의원 주소는 서울특별시 성동구 독서당로 223, 래미안 옥수 리버젠 상가 2층 212, 213호 (옥수동) 전화번호는 02-2298-9930 입니다."
1931,서울 성동구 송정동,"병원명은 학교법인대진교육재단 제인병원 주소는 서울특별시 성동구 광나루로 243, (송정동) 전화번호는 02-3408-2100 입니다."
1932,서울 성동구 행당동,"병원명은 한상일의원 주소는 서울특별시 성동구 고산자로6길 40, 2층 201호 (행당동, 레몬프라자) 전화번호는 02-2293-1571 입니다."
1933,서울 성동구 행당동,"병원명은 한솔내과의원 주소는 서울특별시 성동구 행당로 84, 304호 (행당동, 행당한진타운종합상가) 전화번호는 02-2297-8275 입니다."
1934,서울 성동구 금호동,"병원명은 한승룡소아청소년과의원 주소는 서울특별시 성동구 행당로 1, (금호동1가) 전화번호는 02-2293-8038 입니다."
1935,서울 성동구 성수동,"병원명은 한양류마엄완식내과의원 주소는 서울특별시 성동구 아차산로 126, 더리브 세종타워 2층 204호 (성수동2가) 전화번호는 02-466-7447 입니다."
1936,서울 성동구 성수동,"병원명은 행복한내과의원 주소는 서울특별시 성동구 뚝섬로 390, 2층 (성수동2가) 전화번호는 02-496-9933 입니다."
1937,서울 성동구 성수동,"병원명은 힘내라내과의원 주소는 서울특별시 성동구 아차산로 113, 삼진빌딩 3층 301호, 302호 (성수동2가) 전화번호는 02-2242-8525 입니다."
1938,서울 성북구 길음동,"병원명은 365경희길음한의원 주소는 서울특별시 성북구 길음로9길 50, 상가동 1층 212호 (길음동, 길음뉴타운) 전화번호는 02-915-1875 입니다."
1939,서울 성북구 길음동,"병원명은 365봄이비인후과의원 주소는 서울특별시 성북구 길음로 33, A동상가동 지하1층 1호,2-1호 (길음동, 길음뉴타운8단지아파트) 전화번호는 02-943-9119 입니다."
1940,서울 성북구 돈암동,"병원명은 SKY서울가정의학과의원 주소는 서울특별시 성북구 성북로4길 52, 417동 2층 1211호 (돈암동) 전화번호는 02-928-3175 입니다."
1941,서울 성북구 석관동,"병원명은 강북삼성의원 주소는 서울특별시 성북구 화랑로40길 54, 지상3,4층 (석관동, 영원빌딩) 전화번호는 02-965-6900 입니다."
1942,서울 성북구 석관동,"병원명은 굿데이이비인후과의원 주소는 서울특별시 성북구 돌곶이로 25, 2층 (석관동, 씨티홈) 전화번호는 02-966-9002 입니다."
1943,서울 성북구 길음동,"병원명은 굿모닝이비인후과의원 주소는 서울특별시 성북구 동소문로 248, 102층 311호 (길음동, 삼부아파트상가) 전화번호는 02-941-1175 입니다."
1944,서울 성북구 종암동,"병원명은 굿모닝플러스외과의원 주소는 서울특별시 성북구 종암로 120, (종암동) 전화번호는 02-909-2296 입니다."
1945,서울 성북구 하월곡동,"병원명은 기린아이소아청소년과의원 주소는 서울특별시 성북구 월계로 52, 5층 501호 (하월곡동) 전화번호는 02-918-0700 입니다."
1946,서울 성북구 돈암동,"병원명은 김기범이비인후과의원 주소는 서울특별시 성북구 성북로4길 52, 418동 지상3층 2302호 (돈암동, 한진아파트 서동) 전화번호는 02-927-2751 입니다."
1947,서울 성북구 동소문동,"병원명은 김동일내과의원 주소는 서울특별시 성북구 동소문로 71, 지상3층 (동소문동6가) 전화번호는 02-925-0800 입니다."
1948,서울 성북구 동소문동,"병원명은 김명선내과의원 주소는 서울특별시 성북구 동소문로 18, 지상2층 (동소문동2가) 전화번호는 02-747-7582 입니다."
1949,서울 성북구 돈암동,"병원명은 김선영소아과의원 주소는 서울특별시 성북구 동소문로 190, 202호 (돈암동, 중앙빌딩) 전화번호는 02-921-6188 입니다."
1950,서울 성북구 하월곡동,"병원명은 김세진소아청소년과의원 주소는 서울특별시 성북구 화랑로 76, 지상1층 109-1,110호 (하월곡동, 코업스타클래스) 전화번호는 02-910-1255 입니다."
1951,서울 성북구 하월곡동,"병원명은 김영명이비인후과의원 주소는 서울특별시 성북구 화랑로11길 35, (하월곡동) 전화번호는 02-943-7562 입니다."
1952,서울 성북구 정릉동,"병원명은 김용재이비인후과의원 주소는 서울특별시 성북구 아리랑로 117-7, (정릉동) 전화번호는 02-914-6465 입니다."
1953,서울 성북구 정릉동,"병원명은 김인식내과의원 주소는 서울특별시 성북구 정릉로 326, 지상2층 (정릉동, 세권빌딩) 전화번호는 02-919-6500 입니다."
1954,서울 성북구 종암동,"병원명은 김장욱가정의학과의원 주소는 서울특별시 성북구 종암로24가길 53, 203호 (종암동, 에스케이상가) 전화번호는 02-941-1097 입니다."
1955,서울 성북구 종암동,"병원명은 김효석내과의원 주소는 서울특별시 성북구 종암로 80, (종암동) 전화번호는 02-943-1412 입니다."
1956,서울 성북구 정릉동,"병원명은 나현내과의원 주소는 서울특별시 성북구 보국문로 164, 지상2층 (정릉동) 전화번호는 02-943-7261 입니다."
1957,서울 성북구 하월곡동,"병원명은 누가이비인후과의원 주소는 서울특별시 성북구 오패산로 69, 4층 (하월곡동) 전화번호는 02-941-7250 입니다."
1958,서울 성북구 석관동,"병원명은 두산의원 주소는 서울특별시 성북구 화랑로48길 16, 주상가동 지상3층 (석관동, 두산아파트) 전화번호는 02-965-7513 입니다."
1959,서울 성북구 삼선동,"병원명은 리츠서울신경과의원 주소는 서울특별시 성북구 보문로 157, 2층 (삼선동5가) 전화번호는 02-953-8875 입니다."
1960,서울 성북구 길음동,"병원명은 맑은성모이비인후과의원 주소는 서울특별시 성북구 삼양로13길 45, 4층 402호 (길음동, 길음뉴타운상가) 전화번호는 02-913-8175 입니다."
1961,서울 성북구 동소문동,"병원명은 맘편한내과의원 주소는 서울특별시 성북구 동소문로 34, 지상4,5층 (동소문동3가, 연진빌딩) 전화번호는 02-953-7537 입니다."
1962,서울 성북구 하월곡동,"병원명은 박가정의학과의원 주소는 서울특별시 성북구 월계로 52, 지상3층 303호 (하월곡동) 전화번호는 02-987-2724 입니다."
1963,서울 성북구 석관동,"병원명은 박규호내과의원 주소는 서울특별시 성북구 돌곶이로 60, 지상2층 (석관동) 전화번호는 02-959-9697 입니다."
1964,서울 성북구 정릉동,"병원명은 박상현소아청소년과의원 주소는 서울특별시 성북구 보국문로 33, 204호 (정릉동) 전화번호는 02-913-5700 입니다."
1965,서울 성북구 보문동,"병원명은 박소아청소년과의원 주소는 서울특별시 성북구 보문로 93, 4층 (보문동5가) 전화번호는 02-953-7582 입니다."
1966,서울 성북구 장위동,"병원명은 박앤김내과의원 주소는 서울특별시 성북구 장위로 127-1, 한양빌딩 5층 (장위동) 전화번호는 02-911-2019 입니다."
1967,서울 성북구 돈암동,"병원명은 봄빛서울의원 주소는 서울특별시 성북구 북악산로 844, 상가동 303호 (돈암동, 브라운스톤) 전화번호는 02-921-0180 입니다."
1968,서울 성북구 종암동,"병원명은 삼성손앤박이비인후과의원 주소는 서울특별시 성북구 종암로 123, 2층 202호 (종암동) 전화번호는 02-975-8275 입니다."
1969,서울 성북구 길음동,"병원명은 삼성키즈소아청소년과의원 주소는 서울특별시 성북구 길음로 33, 상가B동 지하1층 20호 (길음동) 전화번호는 02-941-7275 입니다."
1970,서울 성북구 보문동,"병원명은 삼성프렌드의원 주소는 서울특별시 성북구 보문로 93, 2층 (보문동5가) 전화번호는 02-927-1010 입니다."
1971,서울 성북구 동소문동,"병원명은 삼혜이비인후과의원 주소는 서울특별시 성북구 동소문로 18-1, 2, 3층 (동소문동2가, 애산빌딩) 전화번호는 0507-1330-6522 입니다."
1972,서울 성북구 보문동,"병원명은 새서울정형외과의원 주소는 서울특별시 성북구 보문로 123, (보문동2가) 전화번호는 02-925-0521 입니다."
1973,서울 성북구 성북동,"병원명은 샛별의원 주소는 서울특별시 성북구 성북로 18-1, 2층 (성북동) 전화번호는 02-766-7525 입니다."
1974,서울 성북구 삼선동,"병원명은 서울365가정의원 주소는 서울특별시 성북구 삼선교로 14, 2층 (삼선동1가) 전화번호는 02-855-8270 입니다."
